source,url_annonce,type_bien,prix,date_insertion,gouvernorat,delegation,localite,code_postal,superficie,titre_foncier,vue_mer,etat,standing,nb_chambres,nb_salles_bain,dressing,balcon,parking,piscine,chauffage_central,terrasse,jardin,niveau,climatisation
menzili,https://www.menzili.tn/annonce/v562-villa-sierre-zone-chraf-belle-villa-nabeul-hammamet-148388,Maison/Villa,1020000,2025-10-30,Nabeul,Hammamet,HAMMAMET,8050,450,Non,Oui,Non précisé,Haut standing,7,5,Oui,Non,Oui,Oui,Oui,Oui,Oui,3,Oui
menzili,https://www.menzili.tn/annonce/v564-villa-la-citronnelle-la-bella-hammamet-nabeul-hammametsud-148387,Maison/Villa,775000,2025-10-30,Nabeul,Hammamet Sud,HAMMAMET,8050,300,Non,Non,Non précisé,Haut standing,4,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v566-maison-d-hote-celina-zone-monchar-nabeul-hammametsud-148386,Maison/Villa,6000000,2025-10-30,Nabeul,Hammamet Sud,HAMMAMET,8050,,Non,Non,Non précisé,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v565-villa-madera-la-villa-bir-bouregba-nabeul-hammamet-148385,Maison/Villa,695000,2025-10-30,Nabeul,Hammamet,HAMMAMET,8050,170,Non,Non,Neuf,Haut standing,3,2,Oui,Non,Oui,Oui,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/v569-villa-saly-la-villa-saly-nabeul-hammamet-148384,Maison/Villa,1050000,2025-10-30,Nabeul,Hammamet,HAMMAMET,8050,350,Non,Non,Non précisé,Haut standing,5,5,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v404-villa-ricci-la-villa-ricci-beni-khiar-nabeul-benikhiar-148383,Maison/Villa,3900000,2025-10-30,Nabeul,Béni Khiar,NABEUL,8000,500,Non,Oui,Non précisé,Luxe,4,4,Oui,Non,Oui,Oui,Oui,Oui,Oui,2,Oui
menzili,https://www.menzili.tn/annonce/v169-villa-guess-la-villa-yasmine-hammamet-nabeul-hammametsud-148376,Maison/Villa,1350000,2025-10-30,Nabeul,Hammamet Sud,HAMMAMET,8050,732,Non,Non,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v253-villa-hedi-la-villa-yasmine-hammamet-nabeul-hammametsud-148375,Maison/Villa,2000000,2025-10-30,Nabeul,Hammamet Sud,HAMMAMET,8050,480,Non,Non,Non précisé,Luxe,5,5,Oui,Oui,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v268-villa-panorama-la-villa-yesmine-hammamet-nabeul-hammametsud-148374,Maison/Villa,1500000,2025-10-30,Nabeul,Hammamet Sud,HAMMAMET,8050,420,Non,Non,Non précisé,Haut standing,4,4,Oui,Oui,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v339-villa-aicha-la-bella-aicha-nabeul-hammametsud-148373,Maison/Villa,3900000,2025-10-30,Nabeul,Hammamet Sud,HAMMAMET,8050,700,Non,Non,Non précisé,Haut standing,5,6,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v342-villa-happy-la-bella-sousse-bouficha-148371,Maison/Villa,800000,2025-10-30,Sousse,Bouficha,BOUFICHA,4000,400,Non,Oui,Non précisé,Haut standing,4,4,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v387-villa-elena-la-villa-yasmine-hammamet-nabeul-hammametsud-148370,Maison/Villa,1300000,2025-10-30,Nabeul,Hammamet Sud,HAMMAMET,8050,770,Non,Non,Non précisé,Haut standing,3,2,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v390-villa-pepsi-la-villa-yesmine-hammamet-nabeul-hammametsud-148369,Maison/Villa,1600000,2025-10-30,Nabeul,Hammamet Sud,HAMMAMET,8050,480,Non,Non,Non précisé,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v391-villa-kare-la-villa-nord-nabeul-hammametnord-148368,Maison/Villa,760000,2025-10-30,Nabeul,Hammamet Nord,HAMMAMET,8050,240,Non,Non,Non précisé,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v412-villa-majorelle-la-bella-villa-nabeul-hammametsud-148366,Maison/Villa,1030000,2025-10-30,Nabeul,Hammamet Sud,HAMMAMET,8050,400,Non,Non,Non précisé,Haut standing,5,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v421-villa-tia-la-belle-villa-tia-nabeul-hammametsud-148365,Maison/Villa,720000,2025-10-30,Nabeul,Hammamet Sud,HAMMAMET,8050,400,Non,Non,Neuf,Non précisé,5,3,Oui,Non,Oui,Oui,Non,Oui,Oui,1,Non
menzili,https://www.menzili.tn/annonce/v524-villa-phenicia-la-villa-phenicia-nabeul-hammametnord-148363,Maison/Villa,1200000,2025-10-30,Nabeul,Hammamet Nord,HAMMAMET,8050,700,Oui,Non,Non précisé,Haut standing,7,4,Non,Non,Oui,Oui,Oui,Non,Oui,3,Oui
menzili,https://www.menzili.tn/annonce/v521-villa-coco-la-villa-hammamet-nabeul-hammametnord-148361,Maison/Villa,1300000,2025-10-30,Nabeul,Hammamet Nord,HAMMAMET,8050,400,Non,Non,Non précisé,Haut standing,5,5,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v536-villa-suisse-2-la-villa-suisse-nabeul-hammametnord-148358,Maison/Villa,750000,2025-10-30,Nabeul,Hammamet Nord,HAMMAMET,8050,210,Non,Non,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v482-villa-royale-la-villa-mahersi-nabeul-nabeul-148345,Maison/Villa,2000000,2025-10-29,Nabeul,Nabeul,NABEUL,8000,870,Non,Oui,Non précisé,Haut standing,5,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,3,Oui
menzili,https://www.menzili.tn/annonce/a-vendre-maison-arabe-s2-a-centre-ville-nabeul-nabeul-nabeul-148338,Maison/Villa,220000,2025-10-29,Nabeul,Nabeul,Nabeul,8000,135,Oui,Non,Non précisé,Non précisé,2,,Non,Non,Oui,Non,Non,Non,Non,,Non
menzili,https://www.menzili.tn/annonce/a-vendre-maison-a-maakel-ezzaiem-tunis-sidielbechir-148336,Maison/Villa,360000,2025-10-29,Tunis,Sidi El Béchir,Maakel Ezzaiem,1002,,Oui,Non,Non précisé,Non précisé,7,1,Non,Non,Oui,Non,Non,Oui,Oui,2,Non
menzili,https://www.menzili.tn/annonce/maison-arabesque-s-3-avec-patio-et-jardin-a-vendre-51355351-nabeul-nabeul-148334,Maison/Villa,370000,2025-10-29,Nabeul,Nabeul,Nabeul,8000,200,Non,Non,Non précisé,Non précisé,3,1,Non,Non,Oui,Non,Non,Non,Oui,,Non
menzili,https://www.menzili.tn/annonce/v535-villa-suisse-1-la-villa-nord-nabeul-hammametnord-148332,Maison/Villa,780000,2025-10-29,Nabeul,Hammamet Nord,HAMMAMET,8050,240,Non,Oui,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v547-villa-folla-2-la-villa-chraf-nabeul-hammamet-148327,Maison/Villa,1500000,2025-10-29,Nabeul,Hammamet,HAMMAMET,8050,300,Oui,Non,Neuf,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v545-villa-paradise-la-villa-hammamet-nabeul-hammametsud-148325,Maison/Villa,750000,2025-10-29,Nabeul,Hammamet Sud,HAMMAMET,8050,380,Non,Non,Neuf,Haut standing,3,2,Oui,Non,Oui,Oui,Oui,Non,Oui,,Oui
menzili,https://www.menzili.tn/annonce/a-vendre-une-villa-s4-nabeul-hammametcentre-148324,Maison/Villa,695000,2025-10-29,Nabeul,Hammamet Centre,deximmo1716@gmail.com,8050,264,Oui,Non,Non précisé,Moyen standing,4,4,Oui,Non,Oui,Non,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/v554-villa-la-fontaine-la-fontaine-villa-nabeul-hammametsud-148323,Maison/Villa,1250000,2025-10-29,Nabeul,Hammamet Sud,HAMMAMET,8050,380,Non,Oui,Neuf,Haut standing,5,6,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v562-villa-sierre-la-villa-chraf-nabeul-hammamet-148321,Maison/Villa,1020000,2025-10-29,Nabeul,Hammamet,HAMMAMET,8050,450,Non,Oui,Non précisé,Haut standing,7,5,Oui,Non,Oui,Oui,Oui,Oui,Oui,3,Oui
menzili,https://www.menzili.tn/annonce/v559-villa-dorra-3-la-villa-bella-nabeul-hammametsud-148320,Maison/Villa,1250000,2025-10-29,Nabeul,Hammamet Sud,HAMMAMET,8050,650,Non,Non,Neuf,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v564-villa-la-citronnelle-la-bella-nabeul-hammametsud-148318,Maison/Villa,775000,2025-10-29,Nabeul,Hammamet Sud,HAMMAMET,8050,300,Non,Non,Non précisé,Haut standing,4,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/maison-s-2-avec-jardin-a-vendre-a-hammamet-sud-51355351-nabeul-hammametsud-148317,Maison/Villa,180000,2025-10-29,Nabeul,Hammamet Sud,Hammamet Sud,8050,120,Oui,Non,Non précisé,Non précisé,2,1,Non,Non,Oui,Non,Non,Oui,Oui,,Non
menzili,https://www.menzili.tn/annonce/v558-villa-ruby-la-bella-villa-nabeul-hammamet-148316,Maison/Villa,4000000,2025-10-29,Nabeul,Hammamet,HAMMAMET,8050,1200,Non,Non,Non précisé,Haut standing,7,6,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v563-villa-versace-la-bella-villa-nabeul-hammametsud-148315,Maison/Villa,990000,2025-10-29,Nabeul,Hammamet Sud,HAMMAMET,8050,,Non,Oui,Neuf,Haut standing,4,4,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v566-maison-d-hote-celina-la-bella-nabeul-hammametsud-148312,Maison/Villa,6000000,2025-10-29,Nabeul,Hammamet Sud,HAMMAMET,8050,,Non,Non,Non précisé,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v565-villa-madera-la-bella-nabeul-hammamet-148311,Maison/Villa,695000,2025-10-29,Nabeul,Hammamet,HAMMAMET,8050,170,Non,Non,Neuf,Haut standing,3,2,Oui,Non,Oui,Oui,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/v567-les-villas-venise-la-bella-nabeul-hammametsud-148310,Maison/Villa,1150000,2025-10-29,Nabeul,Hammamet Sud,HAMMAMET,8050,250,Non,Non,Non précisé,Haut standing,4,4,Oui,Non,Oui,Oui,Oui,Non,Oui,,Oui
menzili,https://www.menzili.tn/annonce/v569-villa-saly-la-belle-villa-nabeul-hammamet-148309,Maison/Villa,1050000,2025-10-29,Nabeul,Hammamet,HAMMAMET,8050,350,Non,Non,Non précisé,Haut standing,5,5,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/maison-studio-a-ain-jloula-kairouan-kairouan-elouslatia-148305,Maison/Villa,65000,2025-10-28,Kairouan,El Ouslatia,Ain jloula,3100,,Non,Non,Non précisé,Non précisé,3,1,Non,Non,Oui,Non,Non,Non,Non,,Non
menzili,https://www.menzili.tn/annonce/villa-sans-piscine-a-vendre-nabeul-hammamet-141934,Maison/Villa,1100000,2025-05-02,Nabeul,Hammamet,jinen hammamet,8050,300,Non,Non,À rénover,Haut standing,4,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/v404-villa-ricci-la-bella-villa-nabeul-benikhiar-148294,Maison/Villa,3900000,2025-10-28,Nabeul,Béni Khiar,NABEUL,8000,500,Non,Oui,Non précisé,Luxe,4,4,Oui,Non,Oui,Oui,Oui,Oui,Oui,2,Oui
menzili,https://www.menzili.tn/annonce/v169-villa-guess-la-bella-villa-nabeul-hammametsud-148292,Maison/Villa,1350000,2025-10-28,Nabeul,Hammamet Sud,HAMMAMET,8050,732,Non,Non,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v526-villa-blue-berry-la-belle-villa-nabeul-hammametsud-148291,Maison/Villa,980000,2025-10-28,Nabeul,Hammamet Sud,HAMMAMET,8050,360,Non,Non,Neuf,Haut standing,5,3,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v253-villa-hedi-la-bella-nabeul-hammametsud-148284,Maison/Villa,2000000,2025-10-28,Nabeul,Hammamet Sud,HAMMAMET,8050,480,Non,Non,Non précisé,Luxe,5,5,Oui,Oui,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v268-villa-panorama-la-villa-yasmine-hammamet-nabeul-hammametsud-148283,Maison/Villa,1500000,2025-10-28,Nabeul,Hammamet Sud,HAMMAMET,8050,420,Non,Non,Non précisé,Haut standing,4,4,Oui,Oui,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v339-villa-aicha-la-villa-hammamet-nabeul-hammametsud-148282,Maison/Villa,3900000,2025-10-28,Nabeul,Hammamet Sud,HAMMAMET,8050,700,Non,Non,Non précisé,Haut standing,5,6,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v342-villa-happy-la-villa-bouficha-sousse-bouficha-148279,Maison/Villa,800000,2025-10-28,Sousse,Bouficha,SOUSSE,4000,400,Non,Oui,Non précisé,Haut standing,4,4,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v390-villa-pepsi-la-villa-yasmine-hammamet-nabeul-hammametsud-148277,Maison/Villa,1600000,2025-10-28,Nabeul,Hammamet Sud,HAMMAMET,8050,480,Non,Non,Non précisé,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v391-villa-kare-la-villa-hammamet-nabeul-hammametnord-148275,Maison/Villa,760000,2025-10-28,Nabeul,Hammamet Nord,HAMMAMET,8050,240,Non,Non,Non précisé,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v387-villa-elena-la-belle-villa-nabeul-hammametsud-148274,Maison/Villa,1300000,2025-10-28,Nabeul,Hammamet Sud,HAMMAMET,8050,320,Non,Non,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v412-villa-majorelle-la-villa-sud-nabeul-hammametsud-148272,Maison/Villa,1030000,2025-10-28,Nabeul,Hammamet Sud,HAMMAMET,8050,400,Non,Non,Non précisé,Haut standing,5,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v421-villa-tia-la-villa-bella-nabeul-hammametsud-148271,Maison/Villa,720000,2025-10-28,Nabeul,Hammamet Sud,HAMMAMET,8050,400,Non,Non,Neuf,Non précisé,5,3,Oui,Non,Oui,Oui,Non,Oui,Oui,1,Non
menzili,https://www.menzili.tn/annonce/v434-villa-zina-la-villa-yesmine-hammamet-nabeul-hammametsud-148268,Maison/Villa,1100000,2025-10-28,Nabeul,Hammamet Sud,HAMMAMET,8050,400,Non,Non,Non précisé,Haut standing,5,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v482-villa-royale-la-villa-sidi-mahrsi-nabeul-nabeul-148267,Maison/Villa,2000000,2025-10-28,Nabeul,Nabeul,NABEUL,8000,870,Non,Oui,Non précisé,Haut standing,5,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,3,Oui
menzili,https://www.menzili.tn/annonce/v521-villa-coco-villa-coco-nabeul-hammametnord-148265,Maison/Villa,1300000,2025-10-28,Nabeul,Hammamet Nord,HAMMAMET,8050,400,Non,Non,Non précisé,Haut standing,5,5,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v524-villa-phenicia-la-villa-hammamet-nabeul-hammametnord-148260,Maison/Villa,1200000,2025-10-27,Nabeul,Hammamet Nord,HAMMAMET,8050,700,Oui,Non,Non précisé,Haut standing,7,4,Non,Non,Oui,Oui,Oui,Non,Oui,3,Oui
menzili,https://www.menzili.tn/annonce/villa-en-cours-de-finition-jardin-menzah-2-ariana-mnihla-148255,Maison/Villa,900000,2025-10-27,Ariana,Mnihla,Mnihla,2094,1,Oui,Non,Non précisé,Non précisé,4,2,Oui,Oui,Oui,Non,Non,Non,Oui,1,Non
menzili,https://www.menzili.tn/annonce/v547-villa-folla-2-la-villa-zone-chraf-nabeul-hammamet-148253,Maison/Villa,1500000,2025-10-27,Nabeul,Hammamet,HAMMAMET,8050,300,Oui,Non,Neuf,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v554-villa-la-fontaine-la-bella-nabeul-hammametsud-148251,Maison/Villa,1250000,2025-10-27,Nabeul,Hammamet Sud,HAMMAMET,8050,380,Non,Oui,Neuf,Haut standing,5,6,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v562-villa-sierre-la-villa-zone-chraf-nabeul-hammamet-148250,Maison/Villa,1020000,2025-10-27,Nabeul,Hammamet,HAMMAMET,8050,450,Non,Oui,Non précisé,Haut standing,7,5,Oui,Non,Oui,Oui,Oui,Oui,Oui,3,Oui
menzili,https://www.menzili.tn/annonce/v564-villa-la-citronnelle-la-bella-nabeul-hammametsud-148248,Maison/Villa,775000,2025-10-27,Nabeul,Hammamet Sud,HAMMAMET,8050,300,Non,Non,Non précisé,Haut standing,4,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/2-etages-de-villa-a-vendre-avec-un-prix-imbattable-bizerte-bizertenord-148247,Maison/Villa,160000,2025-10-27,Bizerte,Bizerte Nord,Prés stade 15 octobre - Bizerte,7000,150,Non,Non,Non précisé,Non précisé,4,1,Non,Non,Oui,Non,Non,Non,Non,,Non
menzili,https://www.menzili.tn/annonce/v559-villa-dorra-3-la-bella-nabeul-hammametsud-148246,Maison/Villa,1250000,2025-10-27,Nabeul,Hammamet Sud,HAMMAMET,8050,650,Non,Non,Neuf,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v563-villa-versace-la-villa-hammamet-nabeul-hammametsud-148244,Maison/Villa,990000,2025-10-27,Nabeul,Hammamet Sud,HAMMAMET,8050,,Non,Oui,Neuf,Haut standing,4,4,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v558-villa-ruby-la-villa-miramar-nabeul-hammamet-148242,Maison/Villa,4000000,2025-10-27,Nabeul,Hammamet,HAMMAMET,8050,1200,Non,Non,Non précisé,Haut standing,7,6,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v565-villa-madera-la-villa-hammamet-nabeul-hammamet-148240,Maison/Villa,695000,2025-10-27,Nabeul,Hammamet,HAMMAMET,8050,170,Non,Non,Neuf,Haut standing,3,2,Oui,Non,Oui,Oui,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/v567-les-villas-venise-la-belle-villa-nabeul-hammametsud-148239,Maison/Villa,1150000,2025-10-27,Nabeul,Hammamet Sud,HAMMAMET,8050,250,Non,Non,Non précisé,Haut standing,4,4,Oui,Non,Oui,Oui,Oui,Non,Oui,,Oui
menzili,https://www.menzili.tn/annonce/v566-maison-d-hote-celina-la-villa-nabeul-hammametsud-148238,Maison/Villa,6000000,2025-10-27,Nabeul,Hammamet Sud,HAMMAMET,8050,,Non,Non,Non précisé,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v404-villa-ricci-la-villa-beni-khiar-nabeul-benikhiar-148236,Maison/Villa,3900000,2025-10-27,Nabeul,Béni Khiar,NABEUL,8000,500,Non,Oui,Non précisé,Luxe,4,4,Oui,Non,Oui,Oui,Oui,Oui,Oui,2,Oui
menzili,https://www.menzili.tn/annonce/v169-villa-guess-la-villa-hammamet-nabeul-hammametsud-148235,Maison/Villa,1350000,2025-10-27,Nabeul,Hammamet Sud,HAMMAMET,8050,732,Non,Non,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v253-villa-hedi-la-villa-hammamet-nabeul-hammametsud-148234,Maison/Villa,2000000,2025-10-27,Nabeul,Hammamet Sud,HAMMAMET,8050,480,Non,Non,Non précisé,Luxe,5,5,Oui,Oui,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v268-villa-panorama-la-villa-hammamet-nabeul-hammametsud-148233,Maison/Villa,1500000,2025-10-27,Nabeul,Hammamet Sud,HAMMAMET,8050,420,Non,Non,Non précisé,Haut standing,4,4,Oui,Oui,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v339-villa-aicha-sud-aicha-villa-nabeul-hammametsud-148231,Maison/Villa,3900000,2025-10-27,Nabeul,Hammamet Sud,HAMMAMET,8050,700,Non,Non,Non précisé,Haut standing,5,6,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v342-villa-happy-bouficha-villa-sousse-bouficha-148230,Maison/Villa,800000,2025-10-27,Sousse,Bouficha,BOUFICHA,4000,400,Non,Oui,Non précisé,Haut standing,4,4,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/duplex-s-3-a-cite-mora-nabeul-a-vendre-51355351-nabeul-nabeul-148226,Maison/Villa,450000,2025-10-26,Nabeul,Nabeul,Nabeul,8000,240,Non,Oui,Non précisé,Haut standing,3,4,Non,Non,Oui,Non,Oui,Oui,Non,,Oui
menzili,https://www.menzili.tn/annonce/v387-villa-elena-elena-hammamet-nabeul-hammametsud-148217,Maison/Villa,1300000,2025-10-25,Nabeul,Hammamet Sud,HAMMAMET,8050,320,Non,Non,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v380-villa-karam-la-bella-nabeul-hammamet-148215,Maison/Villa,2200000,2025-10-25,Nabeul,Hammamet,HAMMAMET,8050,400,Non,Non,Non précisé,Haut standing,4,4,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v390-villa-pepsi-la-villa-hammamet-nabeul-hammametsud-148211,Maison/Villa,1600000,2025-10-25,Nabeul,Hammamet Sud,HAMMAMET,8050,480,Non,Non,Non précisé,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v391-villa-kare-nord-kare-nabeul-hammametnord-148210,Maison/Villa,760000,2025-10-25,Nabeul,Hammamet Nord,HAMMAMET,8050,240,Non,Non,Non précisé,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v421-villa-tia-la-villa-hammamet-nabeul-hammametsud-148208,Maison/Villa,720000,2025-10-25,Nabeul,Hammamet Sud,HAMMAMET,8050,400,Non,Non,Neuf,Non précisé,5,3,Oui,Non,Oui,Oui,Non,Oui,Oui,1,Non
menzili,https://www.menzili.tn/annonce/v412-villa-majorelle-la-bella-nabeul-hammametsud-148207,Maison/Villa,1030000,2025-10-25,Nabeul,Hammamet Sud,HAMMAMET,8050,400,Non,Non,Non précisé,Haut standing,5,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v434-villa-zina-la-villa-hammamet-nabeul-hammametsud-148206,Maison/Villa,1100000,2025-10-25,Nabeul,Hammamet Sud,HAMMAMET,8050,400,Non,Non,Non précisé,Haut standing,5,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v536-villa-suisse-2-la-belle-villa-nabeul-hammametnord-148205,Maison/Villa,750000,2025-10-25,Nabeul,Hammamet Nord,HAMMAMET,8050,210,Non,Non,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v535-villa-suisse-1-la-villa-hammamet-nabeul-hammametnord-148204,Maison/Villa,780000,2025-10-25,Nabeul,Hammamet Nord,HAMMAMET,8050,240,Non,Oui,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v541-villa-noor-la-villa-hammamet-nabeul-hammametnord-148202,Maison/Villa,1600000,2025-10-25,Nabeul,Hammamet Nord,HAMMAMET,8050,270,Non,Oui,Neuf,Haut standing,4,3,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v547-villa-folla-2-la-villa-hammamet-nabeul-hammamet-148201,Maison/Villa,1500000,2025-10-25,Nabeul,Hammamet,HAMMAMET,8050,300,Oui,Non,Neuf,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v545-villa-paradise-la-villa-paradis-b-nabeul-hammametsud-148200,Maison/Villa,750000,2025-10-25,Nabeul,Hammamet Sud,HAMMAMET,8050,380,Non,Non,Neuf,Haut standing,3,2,Oui,Non,Oui,Oui,Oui,Non,Oui,,Oui
menzili,https://www.menzili.tn/annonce/duplex-s-2-avec-piscine-encours-de-finition-a-vendre51355351-nabeul-hammametsud-148199,Maison/Villa,230000,2025-10-25,Nabeul,Hammamet Sud,Hammamet Sud,8050,117,Non,Non,Non précisé,Non précisé,2,2,Non,Non,Oui,Oui,Non,Oui,Oui,,Non
menzili,https://www.menzili.tn/annonce/v554-villa-la-fontaine-la-villa-hammamet-nabeul-hammametsud-148198,Maison/Villa,1250000,2025-10-25,Nabeul,Hammamet Sud,HAMMAMET,8050,380,Non,Oui,Neuf,Haut standing,5,6,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v558-villa-ruby-la-villa-hammamet-nabeul-hammamet-148197,Maison/Villa,4000000,2025-10-25,Nabeul,Hammamet,HAMMAMET,8050,1200,Non,Non,Non précisé,Haut standing,7,6,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
